gene1	gene2	rho	p.value	FDR	limited
4637	BC005764	Crip2	0.040277019908232	0.564585435414565	0.784228413446005	FALSE
4638	Cyb561	Pvrl4	-0.0402372103079411	0.564787435212565	0.784228413446005	FALSE
4639	Hpcal4	Mlc1	-0.0402193646250519	0.564983435016565	0.784228413446005	FALSE
4640	Adora1	Ttr	0.0402070099215133	0.565259434740565	0.784228413446005	FALSE
4641	3110035E14Rik	Gdf5	-0.0401809277695986	0.565365434634565	0.784228413446005	FALSE
4642	Fezf2	Eif4h	0.040193282473137	0.565381434618565	0.784228413446005	FALSE
4643	Apoe	Flna	0.0401919097282994	0.565391434608565	0.784228413446005	FALSE
4644	Ndn	Necab3	0.0401864187489489	0.565433434566565	0.784228413446005	FALSE
4645	Nptx1	Ncdn	0.0401383726796322	0.565909434090566	0.784602954172556	FALSE
4646	Galnt9	Meg3	-0.0400793446516146	0.566291433708566	0.784602954172556	FALSE
4647	Pigq	Gdf5	-0.040060126223888	0.566499433500567	0.784602954172556	FALSE
4648	Nrsn1	Akna	0.0400697354377511	0.566529433470567	0.784602954172556	FALSE
4649	Mfsd10	Nfatc1	0.0400656172032382	0.566565433434567	0.784602954172556	FALSE
4650	3110035E14Rik	Malat1	-0.0400477715203493	0.566613433386567	0.784602954172556	FALSE
4651	Sez6	Plekhb2	-0.0400463987755117	0.566619433380567	0.784602954172556	FALSE
4652	Necab3	Mc4r	0.0400518897548621	0.566713433286567	0.784602954172556	FALSE
4653	Ranbp3	Tubb4a	-0.0400216893684344	0.566881433118567	0.784602954172556	FALSE
4654	Faah	Crip2	0.0400326713271353	0.566937433062567	0.784602954172556	FALSE
4655	Apoe	Cyr61	-0.040005216430383	0.567043432956567	0.784602954172556	FALSE
4656	Hpcal4	Akna	-0.0399379519333396	0.567639432360568	0.785258931235914	FALSE
4657	Ccl4	Sprn	0.0399118697814246	0.568019431980568	0.785591076611113	FALSE
4658	Adam11	Ttr	0.039899515077886	0.568147431852568	0.785591076611113	FALSE
4659	5031439G07Rik	Ap1b1	-0.0398761784156467	0.568245431754568	0.785591076611113	FALSE
4660	Pigq	Clip3	0.0398528417534069	0.568577431422569	0.785801214198786	FALSE
4661	Ranbp3	Nefl	0.039848723518894	0.568641431358569	0.785801214198786	FALSE
4662	Nrsn1	Frmd8	0.0398240141118169	0.568881431118569	0.785964242349786	FALSE
4663	Faah	Tubb4a	-0.0397732225528251	0.569229430770569	0.786082697207791	FALSE
4664	Nr4a1	Frmd8	-0.0397718498079873	0.569249430750569	0.786082697207791	FALSE
4665	Enpp2	Apoe	0.0397567496147734	0.56951343048657	0.786082697207791	FALSE
4666	Col6a1	Rnf187	-0.0397430221663972	0.56954543045457	0.786082697207791	FALSE
4667	Fos	Mc4r	-0.0397320402076964	0.56966143033857	0.786082697207791	FALSE
4668	BC005764	Limk2	0.0397375311870467	0.56969943030057	0.786082697207791	FALSE
4669	Sez6	Il1a	0.0396798759038666	0.57022142977857	0.786559789457341	FALSE
4670	Igfbp4	Sirt7	0.0396716394348409	0.57028942971057	0.786559789457341	FALSE
4671	Nr4a1	Adora1	-0.0396386935587381	0.570577429422571	0.786594969502591	FALSE
4672	Nptx2	Ccl4	-0.0396235933655242	0.570717429282571	0.786594969502591	FALSE
4673	Slc30a3	Adam11	0.0396208478758489	0.570779429220571	0.786594969502591	FALSE
4674	Cyb561	Dusp1	0.0396181023861737	0.570803429196571	0.786594969502591	FALSE
4675	Il1a	Gap43	0.0395714290616945	0.571257428742571	0.786847858437581	FALSE
4676	Calb1	Fos	-0.0395645653375065	0.571353428646571	0.786847858437581	FALSE
4677	Gadd45g	Rnf187	-0.0395645653375065	0.571353428646571	0.786847858437581	FALSE
4678	Slc30a3	Aamp	0.0395329922062411	0.571623428376572	0.787020859484804	FALSE
4679	Dkk3	Cplx1	0.0395206375027025	0.571723428276572	0.787020859484804	FALSE
4680	Robo3	Plekhb2	-0.0394918098611126	0.572059427940572	0.787245691609499	FALSE
4681	Hpcal4	Gdf5	0.0394739641782234	0.572191427808572	0.787245691609499	FALSE
4682	Igfbp4	Il1a	-0.0394712186885482	0.572253427746572	0.787245691609499	FALSE
4683	Faah	Cck	-0.0393627718463763	0.573313426686573	0.788535507428618	FALSE
4684	Cyb561	Bin2	0.0393476716531622	0.573445426554573	0.788548674730574	FALSE
4685	Csdc2	Sprn	0.0393202167564098	0.573705426294574	0.788737812329424	FALSE
4686	Aldoc	Camk1g	-0.0392529522593665	0.574379425620574	0.789495919851071	FALSE
4687	Aldoc	Sprn	-0.0392200063832635	0.574727425272575	0.789586963452064	FALSE
4688	Slc30a3	Cyb561	0.0392049061900496	0.574773425226575	0.789586963452064	FALSE
4689	Cck	Il1a	0.0392007879555367	0.574813425186575	0.789586963452064	FALSE
4690	Chst1	Rnf187	0.0391774512932972	0.575063424936575	0.789761944566414	FALSE
4691	Nptx2	Crip2	-0.0391445054171944	0.575481424518576	0.790167524051193	FALSE
4692	Gaa	Cpne9	-0.0391294052239806	0.575607424392576	0.790172084508222	FALSE
4693	Arc	Dnajc5	0.0391088140514161	0.575785424214576	0.790219620517491	FALSE
4694	Bmp1	Serinc2	-0.0391033230720657	0.575887424112576	0.790219620517491	FALSE
4695	Flna	Atg9a	0.039040176809535	0.576441423558576	0.790811333150328	FALSE
4696	3110035E14Rik	Il1a	-0.0390127219127827	0.576781423218577	0.791109273200778	FALSE
4697	Malat1	Nfatc1	0.038960557608953	0.577241422758577	0.791571642322333	FALSE
4698	Adora1	Mfsd10	-0.0388836838980464	0.578001421998578	0.792283320482637	FALSE
4699	Ptpn5	Eif4h	-0.0388699564496702	0.578113421886578	0.792283320482637	FALSE
4700	Chgb	Slc3a2	0.0388727019393452	0.578129421870578	0.792283320482637	FALSE
4701	Plekhb2	Bin2	-0.0388411288080801	0.578405421594578	0.792492942031627	FALSE
4702	Ptpn5	Bin2	-0.0387477821591218	0.579233420766579	0.793244079259108	FALSE
4703	Slc3a2	Mc4r	-0.0387354274555831	0.579335420664579	0.793244079259108	FALSE
4704	Cck	Akna	-0.0387299364762328	0.579385420614579	0.793244079259108	FALSE
4705	Flna	Akna	0.0387230727520445	0.57955742044258	0.793244079259108	FALSE
4706	Fam163b	C1qb	0.0387217000072069	0.57956942043058	0.793244079259108	FALSE
4707	Sparcl1	Eif4h	0.0386434535514624	0.58033541966458	0.794008043961801	FALSE
4708	Arc	Fam131a	0.0386407080617872	0.58037541962458	0.794008043961801	FALSE
4709	Ptpn5	Clip3	-0.0386159986547101	0.58049741950258	0.794008043961801	FALSE
4710	Rnf187	Ttr	-0.0385720708199062	0.580907419092581	0.794400145727243	FALSE
4711	Csdc2	Nfatc1	-0.0385487341576667	0.581145418854581	0.79452948463895	FALSE
4712	Serinc2	Cd6	0.0385473614128289	0.581277418722581	0.79452948463895	FALSE
4713	Mfsd10	Crip2	-0.0385212792609142	0.581427418572581	0.79452948463895	FALSE
4714	Aldoc	Sirt7	-0.0385157882815637	0.581495418504582	0.79452948463895	FALSE
4715	Rnf187	Pvrl4	-0.0384800969157857	0.581909418090582	0.794926524267537	FALSE
4716	Fezf2	Plekhb2	0.0384608784880588	0.582141417858582	0.795074824518051	FALSE
4717	Fos	Atg9a	-0.0384142051635799	0.582555417444583	0.795471580190917	FALSE
4718	Gaa	Ccl4	-0.0384004777152036	0.582701417298583	0.79550229521411	FALSE
4719	Igfbp4	Pvrl4	0.0383771410529639	0.582979417020583	0.795634646314506	FALSE
4720	Sppl2b	Syt6	0.0383716500736134	0.583045416954583	0.795634646314506	FALSE
4721	3110035E14Rik	Pvrl4	0.0383263494939718	0.583491416508583	0.795789322779384	FALSE
4722	Chst1	Eng	0.0383208585146214	0.583525416474584	0.795789322779384	FALSE
4723	Crip2	Cd6	-0.0383126220455958	0.583529416470584	0.795789322779384	FALSE
4724	Miat	Rn45s	0.0382755579349798	0.584011415988584	0.796278054695696	FALSE
4725	Nptx1	Rgs11	-0.0381794657963466	0.584829415170585	0.797058986313131	FALSE
4726	Bmp1	Syt6	-0.0381767203066712	0.584869415130585	0.797058986313131	FALSE
4727	Nefl	Akna	-0.0381657383479703	0.584955415044585	0.797058986313131	FALSE
4728	Cnih3	Bmp1	-0.0380737644438496	0.585889414110586	0.798015811415358	FALSE
4729	Ephb6	Crip2	0.0380833736577129	0.585905414094586	0.798015811415358	FALSE
4730	Calb1	Aamp	0.038017481905507	0.586521413478587	0.798685924781306	FALSE
4731	Gadd45g	Nfatc1	0.037948844663626	0.587317412682587	0.799600814857017	FALSE
4732	Slc30a3	Snap47	0.0378966803597963	0.587857412142588	0.800166862132377	FALSE
4733	Adora1	Eng	-0.0378596162491807	0.588047411952588	0.800256366022949	FALSE
4734	Calb1	Tmem145	0.0378554980146677	0.588299411700588	0.800430188162968	FALSE
4735	Adora1	Faah	0.0378403978214539	0.588475411524588	0.800500554515285	FALSE
4736	Galnt9	Camk1g	-0.0377854880279491	0.588773411226589	0.800578650972964	FALSE
4737	C1qb	Cck	-0.0377841152831115	0.588781411218589	0.800578650972964	FALSE
4738	Igfbp4	Ap1b1	-0.0377621513657096	0.588999411000589	0.800706037622371	FALSE
4739	Meg3	Bin2	-0.0377237145102562	0.589417410582589	0.80110519973886	FALSE
4740	Csdc2	Prkar1b	0.0376921413789908	0.58985541014459	0.801389478298351	FALSE
4741	Gaa	Il1a	-0.0376715502064267	0.58987541012459	0.801389478298351	FALSE
4742	Fos	Clip3	-0.0376605682477256	0.59000340999659	0.801393627839734	FALSE
4743	Cpne6	Necab3	-0.0376221313922722	0.59036140963859	0.801393627839734	FALSE
4744	Tollip	Sppl2b	-0.0376029129645454	0.590543409456591	0.801393627839734	FALSE
4745	Slc30a3	Csdc2	0.0376138949232463	0.590645409354591	0.801393627839734	FALSE
4746	5031439G07Rik	Il1a	0.0376111494335711	0.590665409334591	0.801393627839734	FALSE
4747	Nrsn1	Ptgds	0.0376111494335711	0.590665409334591	0.801393627839734	FALSE
4748	Adora1	Limk2	-0.0375823217919813	0.590749409250591	0.801393627839734	FALSE
4749	Rasl11b	Mlc1	-0.037535648467502	0.591181408818591	0.801717287527082	FALSE
4750	Igfbp4	Csdc2	-0.0375232937639636	0.591307408692591	0.801717287527082	FALSE
4751	Arc	Syt6	0.0375480031710405	0.591361408638591	0.801717287527082	FALSE
4752	Mbp	Pigq	0.0375232937639634	0.591609408390592	0.801840683957759	FALSE
4753	Mbp	Akna	-0.0374834841636724	0.591701408298592	0.801840683957759	FALSE
4754	Tollip	Csdc2	0.037491720632698	0.591933408066592	0.801986344416685	FALSE
4755	Chst1	Nfatc1	-0.0374395563288685	0.592069407930592	0.802001904622701	FALSE
4756	Enpp2	5031439G07Rik	0.037451911032407	0.592341407658592	0.802201641448485	FALSE
4757	Camk1g	Gdf5	-0.037361309873124	0.592843407156593	0.802483955600883	FALSE
4758	Lamp5	Cpne9	0.0373873920250388	0.592985407014593	0.802483955600883	FALSE
4759	Camk1g	Rnf187	-0.0373407187005599	0.593043406956593	0.802483955600883	FALSE
4760	BC005764	Sez6	0.0373791555560131	0.593063406936593	0.802483955600883	FALSE
4761	Ephb6	Fos	0.0373640553627992	0.593221406778593	0.802483955600883	FALSE
4762	Tollip	Fxyd6	0.0373558188937735	0.593297406702593	0.802483955600883	FALSE
4763	Pcp4	Eng	0.0373297367418587	0.593537406462594	0.802487768041199	FALSE
4764	Crip2	Adam11	0.0373283639970211	0.593549406450594	0.802487768041199	FALSE
4765	Lrrtm1	Adora1	-0.0372089351961482	0.594323405676594	0.803365594116043	FALSE
4766	Enpp2	Limk2	0.0372157989203361	0.594615405384595	0.803471722645332	FALSE
4767	Aldoc	Cd6	-0.0371677528510195	0.594651405348595	0.803471722645332	FALSE
4768	Fam163b	Pigq	-0.0371553981474808	0.594797405202595	0.803500437690838	FALSE
4769	Nptx2	Fcho1	0.0371142158023521	0.595639404360596	0.804327510137899	FALSE
4770	Galnt9	Nfatc1	0.0371128430575145	0.595659404340596	0.804327510137899	FALSE
4771	Lamp5	Meg3	0.0370606787536849	0.596209403790596	0.804829949989832	FALSE
4772	Fezf2	Ttr	-0.0370071417050177	0.596281403718596	0.804829949989832	FALSE
4773	C1qb	Chgb	-0.0369590956357011	0.596721403278597	0.805226732686967	FALSE
4774	Dkk3	Syt6	0.0369947870014791	0.596825403174597	0.805226732686967	FALSE
4775	Nr4a1	Sprn	-0.0369261497595981	0.597043402956597	0.80527925333494	FALSE
4776	Sirt7	Necab3	-0.0369179132905724	0.597133402866597	0.80527925333494	FALSE
4777	Cyr61	Chst1	-0.0369055585870337	0.597239402760597	0.80527925333494	FALSE
4778	Cpne6	Gdf5	-0.0368890856489823	0.597377402622597	0.805296745561354	FALSE
4779	Camk1g	Crip2	-0.0368547670280419	0.597715402284598	0.805583784497823	FALSE
4780	Slc30a3	Dkk3	-0.0367998572345369	0.598249401750598	0.805979313192755	FALSE
4781	Cyr61	Pvrl4	0.0368396668348279	0.598351401648598	0.805979313192755	FALSE
4782	Robo3	Ephb6	-0.0367792660619726	0.598445401554598	0.805979313192755	FALSE
4783	Ttr	Cd6	-0.0367737750826223	0.598509401490599	0.805979313192755	FALSE
4784	C1qb	Gdf5	0.036784757041323	0.598895401104599	0.806330534806589	FALSE
4785	Ap1b1	Fcho1	0.0367682841032715	0.599057400942599	0.8063800876638	FALSE
4786	Bmp1	Foxp2	-0.0367037650959035	0.599205400794599	0.80641077862892	FALSE
4787	Nptx1	Nefl	0.0367051378407409	0.5997154002846	0.806928534203699	FALSE
4788	Cst3	Prkar1b	0.0366667009852876	0.6000653999346	0.807086485458931	FALSE
4789	Rab26	Ctsz	0.0366653282404499	0.6000833999166	0.807086485458931	FALSE
4790	Pigq	Cd6	0.0366268913849965	0.6004813995186	0.807329425510132	FALSE
4791	Col6a1	Arc	0.036610418446945	0.600621399378601	0.807329425510132	FALSE
4792	Cyb561	Miat	-0.0365513904189274	0.600697399302601	0.807329425510132	FALSE
4793	Cckbr	Lrrtm1	0.0365939455088936	0.600765399234601	0.807329425510132	FALSE
4794	Ptgds	Nfatc1	-0.0365033443496108	0.601193398806601	0.807736062101234	FALSE
4795	Nptx1	Mlc1	-0.0363839155487378	0.602391397608602	0.8090081301078	FALSE
4796	Rnf187	Mlc1	-0.0363839155487378	0.602391397608602	0.8090081301078	FALSE
4797	Cplx1	Mlc1	0.0364086249558148	0.602671397328603	0.809097796571232	FALSE
4798	Prkar1b	Akna	-0.0363523424174723	0.602709397290603	0.809097796571232	FALSE
4799	Plekhb2	Pigq	0.0363688153555237	0.603087396912603	0.809436533343212	FALSE
4800	Calb1	Snap47	-0.0362864506652665	0.603317396682603	0.809576531673468	FALSE
4801	Gaa	Rasl11b	0.0363070418378307	0.603683396316604	0.809802700817874	FALSE
4802	Cpne9	Bin2	0.0363015508584802	0.603737396262604	0.809802700817874	FALSE
4803	Rgs11	Necab3	0.0362603685133516	0.604133395866604	0.810080557508375	FALSE
4804	Cck	Slc3a2	-0.0361793765679321	0.604351395648604	0.810080557508375	FALSE
4805	Pigq	Syt6	-0.0361642763747183	0.604481395518604	0.810080557508375	FALSE
4806	Aldoc	Gadd45g	0.0362191861682229	0.604529395470605	0.810080557508375	FALSE
4807	Mbp	Ptgds	0.0362150679337101	0.604573395426605	0.810080557508375	FALSE
4808	Lrrtm1	Pigq	0.0361725128437438	0.604995395004605	0.810477400005129	FALSE
4809	Arc	Bin2	0.0361478034366667	0.605243394756605	0.81064102841075	FALSE
4810	Col6a1	Chst1	-0.0360572022773837	0.605611394388606	0.810879719987044	FALSE
4811	Atg9a	Mc4r	0.0361025028570251	0.605673394326606	0.810879719987044	FALSE
4812	Faah	Prkar1b	0.0360366111048193	0.606335393664606	0.811597313090966	FALSE
4813	Slc30a3	Tollip	-0.0359254187729721	0.607071392928607	0.81217492334511	FALSE
4814	Robo3	C1qb	-0.0359226732832969	0.607103392896607	0.81217492334511	FALSE
4815	Lamp5	Nfatc1	-0.0359034548555701	0.607295392704607	0.81217492334511	FALSE
4816	Dkk3	Bin2	0.0359364007316729	0.607301392698607	0.81217492334511	FALSE
4817	3110035E14Rik	Tubb4a	0.035925418772972	0.607397392602607	0.81217492334511	FALSE
4818	Miat	Foxp2	0.0359020821107324	0.607659392340608	0.812340245751041	FALSE
4819	Prkar1b	Eng	0.0358828636830056	0.607833392166608	0.812340245751041	FALSE
4820	Fam131a	Mlc1	-0.0358430540827148	0.607899392100608	0.812340245751041	FALSE
4821	Sppl2b	Ncdn	0.0358471723172276	0.608169391830608	0.812433426886357	FALSE
4822	Nptx2	Akna	0.0358403085930394	0.608221391778608	0.812433426886357	FALSE
4823	2900011O08Rik	Il1a	-0.0357895170340476	0.608367391632608	0.812459956356133	FALSE
4824	Galnt9	Lrrtm1	0.0358073627169365	0.608561391438609	0.812488762314387	FALSE
4825	Ctsz	Cck	-0.0357579439027822	0.608659391340609	0.812488762314387	FALSE
4826	BC005764	Eng	-0.0357497074337565	0.608767391232609	0.812488762314387	FALSE
4827	Cckbr	Csdc2	0.0357579439027822	0.609127390872609	0.812592013494943	FALSE
4828	Robo3	Cckbr	-0.0357140160679783	0.609169390830609	0.812592013494943	FALSE
4829	Cckbr	Ttr	-0.0357057795989526	0.609253390746609	0.812592013494943	FALSE
4830	Sprn	Gdf5	0.0357318617508673	0.609349390650609	0.812592013494943	FALSE
4831	Gadd45g	Rasl11b	0.0356536152951229	0.61014938985061	0.813402044627757	FALSE
4832	Apoe	Sppl2b	-0.0356151784396697	0.61020938979061	0.813402044627757	FALSE
4833	Sirt7	Gap43	-0.0355781143290539	0.610571389428611	0.813492959967148	FALSE
4834	Ephb6	Dusp1	0.0356014509912933	0.610653389346611	0.813492959967148	FALSE
4835	Ptpn5	Gdf5	0.0355863507980795	0.610811389188611	0.813492959967148	FALSE
4836	Cpne6	Il1a	-0.035538304728763	0.610981389018611	0.813492959967148	FALSE
4837	Dkk3	Ranbp3	-0.0355328137494124	0.611019388980611	0.813492959967148	FALSE
4838	BC005764	Dusp1	-0.0355314410045748	0.611035388964611	0.813492959967148	FALSE
4839	Ctsz	Meg3	-0.0354682947420442	0.611675388324612	0.813944138338448	FALSE
4840	Galnt9	Sprn	-0.0354641765075312	0.611715388284612	0.813944138338448	FALSE
4841	Chst1	Ncald	-0.0354600582730185	0.611753388246612	0.813944138338448	FALSE
4842	Cyr61	Ranbp3	-0.0354435853349671	0.611903388096612	0.813975572641528	FALSE
4843	Aldoc	3110035E14Rik	0.0354545672936678	0.612211387788612	0.814217127554501	FALSE
4844	Arc	Ap1b1	-0.0353529841756839	0.612789387210613	0.814729185270815	FALSE
4845	Ap1b1	Mc4r	-0.0353474931963336	0.612849387150613	0.814729185270815	FALSE
4846	Arc	Ttr	0.0353433749618205	0.613287386712613	0.814990287732484	FALSE
4847	Pigq	Rn45s	0.03533788398247	0.613327386672613	0.814990287732484	FALSE
4848	Ndn	Camk1g	0.0353255292789314	0.613425386574613	0.814990287732484	FALSE
4849	Fxyd6	Nptx2	0.035269246740589	0.614013385986614	0.815426332378244	FALSE
4850	Robo3	Bin2	-0.0352198279264346	0.614113385886614	0.815426332378244	FALSE
4851	Adam11	Pvrl4	-0.0352184551815971	0.614133385866614	0.815426332378244	FALSE
4852	3110035E14Rik	Ccl4	0.035243164588674	0.614271385728614	0.815441466504123	FALSE
4853	Ctsz	Foxp2	-0.0351745273467932	0.614563385436615	0.815660986111114	FALSE
4854	Fos	Cst3	-0.0351319722568268	0.614937385062615	0.815694744527615	FALSE
4855	Ranbp3	Snap47	-0.0351319722568268	0.614937385062615	0.815694744527615	FALSE
4856	Snap47	Ttr	-0.0351223630429636	0.615063384936615	0.815694744527615	FALSE
4857	Eif4h	Foxp2	-0.0351196175532884	0.615095384904615	0.815694744527615	FALSE
4858	Igfbp4	Pim3	-0.0351017718703992	0.615259384740615	0.815744276886435	FALSE
4859	Clip3	Eng	-0.0350825534426726	0.615465384534615	0.815830922548345	FALSE
4860	Lrrtm1	Adam11	0.0351031446152367	0.615709384290616	0.815830922548345	FALSE
4861	Sppl2b	Cck	0.0350907899116981	0.615827384172616	0.815830922548345	FALSE
4862	Pim3	Syt6	-0.035048234821732	0.615831384168616	0.815830922548345	FALSE
4863	Arc	Mfsd10	0.0350482348217318	0.616253383746616	0.816222094326949	FALSE
4864	Cyr61	Chgb	-0.034964497386637	0.616623383376617	0.816544245955754	FALSE
4865	Rab26	Hpcal4	0.0349795975798508	0.616889383110617	0.816605735798703	FALSE
4866	Igfbp4	Ndn	0.0349768520901755	0.616923383076617	0.816605735798703	FALSE
4867	3110035E14Rik	5031439G07Rik	-0.0349040966137817	0.617291382708617	0.816924963227081	FALSE
4868	3110035E14Rik	Faah	-0.0348546777996275	0.617765382234618	0.817384311210594	FALSE
4869	Pim3	Faah	-0.0347352489987542	0.618917381082619	0.818740367950944	FALSE
4870	Nptx2	Faah	-0.0347064213571642	0.619189380810619	0.818931992156303	FALSE
4871	Bin2	Frmd8	-0.0346652390120357	0.61960738039262	0.819316595587942	FALSE
4872	Cpne6	Tmem145	0.0346432750946335	0.62029137970862	0.820052704577837	FALSE
4873	Mfsd10	Mlc1	-0.0345622831492141	0.620651379348621	0.820326736915774	FALSE
4874	Fos	Syt6	-0.0345526739353506	0.620753379246621	0.820326736915774	FALSE
4875	Limk2	Chst1	-0.0345197280592477	0.621075378924621	0.820583900646869	FALSE
4876	Sez6	Ncald	0.0345485557008377	0.621269378730621	0.820671876210814	FALSE
4877	Fam163b	5031439G07Rik	-0.034482663948632	0.621451378548621	0.820743967445493	FALSE
4878	Cyr61	Napb	-0.0344112812170756	0.622225377774622	0.821545494092957	FALSE
4879	Rnf187	Serinc2	-0.0344030447480499	0.622313377686622	0.821545494092957	FALSE
4880	Gaa	Rgs11	-0.0343879445548361	0.622479377520622	0.821596243977526	FALSE
4881	Arc	Limk2	0.0343865718099983	0.622875377124623	0.821685619346322	FALSE
4882	Fezf2	Cd6	0.0343824535754854	0.622925377074623	0.821685619346322	FALSE
4883	Cyr61	Rasl11b	0.0343755898512973	0.622985377014623	0.821685619346322	FALSE
4884	Nptx2	Ncald	0.0343687261271093	0.623057376942623	0.821685619346322	FALSE
4885	Cckbr	Cpne9	-0.0342836159471769	0.623543376456623	0.82215821653165	FALSE
4886	Slc30a3	Cst3	-0.0341559506772779	0.624847375152625	0.823708952795345	FALSE
4887	Slc30a3	Necab3	-0.0341312412702008	0.625129374870625	0.823912073571045	FALSE
4888	Bmp1	Frmd8	0.034144968718577	0.625359374640625	0.824046590028696	FALSE
4889	Cck	Rasl11b	0.0341257502908503	0.625583374416626	0.824152127995111	FALSE
4890	Mbp	Limk2	-0.0340831952008842	0.625695374304626	0.824152127995111	FALSE
4891	Slc30a3	Arc	-0.0340516220696188	0.625995374004626	0.824305007699897	FALSE
4892	Cyb561	Ranbp3	-0.0340351491315674	0.626177373822626	0.824305007699897	FALSE
4893	BC005764	Ap1b1	-0.0340337763867298	0.626195373804626	0.824305007699897	FALSE
4894	Flna	Adora1	-0.0339884758070883	0.626653373346627	0.824597180305782	FALSE
4895	Ndn	Pim3	0.0340173034486781	0.626673373326627	0.824597180305782	FALSE
4896	Apoe	Pigq	0.0339349387584209	0.627529372470628	0.825374825787965	FALSE
4897	Gaa	Chst1	0.0339074838616684	0.627783372216628	0.825374825787965	FALSE
4898	Igfbp4	Mbp	-0.033873165240728	0.627805372194628	0.825374825787965	FALSE
4899	C1qb	Necab3	-0.0338525740681637	0.628039371960628	0.825374825787965	FALSE
4900	Aldoc	Eng	0.0338786562200784	0.628077371922628	0.825374825787965	FALSE
4901	Adora1	Sppl2b	-0.0338457103439755	0.628121371878628	0.825374825787965	FALSE
4902	Flna	Hpcal4	0.0338690470062151	0.628161371838628	0.825374825787965	FALSE
4903	Lamp5	Flna	-0.0338155099575479	0.628403371596628	0.825524396584516	FALSE
4904	5031439G07Rik	Faah	0.0338333556404369	0.628545371454629	0.825542564751073	FALSE
4905	Mbp	Fos	-0.0337619729088807	0.628967371032629	0.825928407099116	FALSE
4906	Igfbp4	Meg3	-0.0337386362466412	0.629195370804629	0.825984931603172	FALSE
4907	Calb1	Sprn	0.0337578546743676	0.629319370680629	0.825984931603172	FALSE
4908	Enpp2	Ndn	-0.0337070631153757	0.62952337047663	0.825984931603172	FALSE
4909	BC005764	Sparcl1	-0.0337070631153757	0.62952337047663	0.825984931603172	FALSE
4910	Lrrtm1	Limk2	0.0337152995844014	0.62974737025263	0.826031520944655	FALSE
4911	Col6a1	Limk2	0.0337084358602133	0.62981537018463	0.826031520944655	FALSE
4912	Cnih3	Nptx1	0.0336892174324867	0.63002736997263	0.826141345682759	FALSE
4913	Nefl	Syt6	-0.0336370531286572	0.63026736973263	0.826287834001195	FALSE
4914	Cpne6	Leng8	0.0336425441080075	0.63051936948063	0.826449991620826	FALSE
4915	Slc30a3	Mfsd10	0.0336274439147937	0.630689369310631	0.826504624156617	FALSE
4916	Bmp1	Nfatc1	0.0335725341212888	0.631217368782631	0.827028289733305	FALSE
4917	Ap1b1	Gdf5	0.0335107606035958	0.631821368178632	0.827551111041813	FALSE
4918	Apoe	Rasl11b	-0.0334833057068435	0.631873368126632	0.827551111041813	FALSE
4919	Cpne9	Mlc1	0.0334819329620057	0.632079367920632	0.827652614103841	FALSE
4920	C1qb	Rnf187	-0.0334119229752872	0.632585367414633	0.828036121770828	FALSE
4921	Mlc1	Cd6	0.0334256504236633	0.632629367370633	0.828036121770828	FALSE
4922	Igfbp4	Ranbp3	-0.0333336765195429	0.633415366584633	0.828798738538251	FALSE
4923	Sirt7	Rasl11b	-0.0333281855401923	0.633469366530633	0.828798738538251	FALSE
4924	Malat1	Mc4r	-0.033307594367628	0.633703366296634	0.828936511437169	FALSE
4925	Calb1	Tubb4a	-0.0332650392776617	0.634171365828634	0.829294588606771	FALSE
4926	Pim3	Fcho1	0.0332471935947726	0.634333365666634	0.829294588606771	FALSE
4927	Ptpn5	Nfatc1	0.0332444481050973	0.634363365636634	0.829294588606771	FALSE
4928	Nptx2	Pvrl4	0.0332115022289944	0.634707365292635	0.829575921235767	FALSE
4929	Camk1g	Gap43	0.033179929097729	0.635017364982635	0.829668897124779	FALSE
4930	Camk1g	Limk2	0.0331675743941905	0.635147364852635	0.829668897124779	FALSE
4931	Malat1	Il1a	0.0331524742009767	0.635309364690635	0.829668897124779	FALSE
4932	Cckbr	Syt6	0.0331387467526004	0.635447364552635	0.829668897124779	FALSE
4933	Eif4h	Gdf5	0.0331360012629252	0.635487364512635	0.829668897124779	FALSE
4934	Fezf2	Il1a	0.033129137538737	0.635551364448636	0.829668897124779	FALSE
4935	Mbp	Aamp	-0.0330454001036422	0.636461363538636	0.830688478734014	FALSE
4936	Snhg11	Bin2	-0.0330275544207532	0.636647363352637	0.830762898572596	FALSE
4937	Ccl4	2900011O08Rik	-0.0329479352201711	0.637363362636637	0.831095354621821	FALSE
4938	Col6a1	Akna	-0.0329383260063079	0.637443362556637	0.831095354621821	FALSE
4939	Pcp4	Limk2	0.0329314622821196	0.637451362548637	0.831095354621821	FALSE
4940	Flna	Cyb561	0.0329163620889058	0.637617362382638	0.831095354621821	FALSE
4941	Ncdn	Syt6	0.0329136165992305	0.637647362352638	0.831095354621821	FALSE
4942	Col6a1	Atg9a	0.0329040073853671	0.637753362246638	0.831095354621821	FALSE
4943	Ctsz	Gadd45g	-0.0329012618956921	0.637805362194638	0.831095354621821	FALSE
4944	Fezf2	Dnajc5	-0.0328861617024783	0.637959362040638	0.831127882464351	FALSE
4945	Cst3	Aamp	0.0328641977850761	0.638143361856638	0.831199472946129	FALSE
4946	Mlc1	Nfatc1	-0.0328381156331614	0.638433361566638	0.831409074373376	FALSE
4947	Ctsz	Eif4h	-0.0328202699502724	0.638639361360639	0.831509223069309	FALSE
